country,state,city,station,last_update,latitude,longitude,pollutant_id,pollutant_min,pollutant_max,pollutant_avg
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","15-11-2025 23:00:00",14.675886,77.593027,OZONE,29,76,61
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB","15-11-2025 23:00:00",13.204880,79.097889,SO2,8,33,16
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","15-11-2025 23:00:00",14.465052,78.824187,NO2,14,24,22
India,Andhra_Pradesh,Kadapa,"Yerramukkapalli, Kadapa - APPCB","15-11-2025 23:00:00",14.465052,78.824187,NH3,4,6,4
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB","15-11-2025 23:00:00",16.9872867,81.7363176,NO2,9,60,34
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","15-11-2025 23:00:00",13.67,79.35,PM10,80,114,102
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","15-11-2025 23:00:00",13.67,79.35,NO2,17,35,24
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB","15-11-2025 23:00:00",13.67,79.35,OZONE,26,61,48
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","15-11-2025 23:00:00",13.615387,79.409230,PM2.5,NA,NA,NA
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB","15-11-2025 23:00:00",25.7808257,84.7446768,SO2,20,22,20
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB","15-11-2025 23:00:00",24.7955,84.9994,OZONE,19,21,20
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","15-11-2025 23:00:00",24.792403,84.992416,NO2,2,9,5
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB","15-11-2025 23:00:00",24.792403,84.992416,CO,36,44,39
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-11-2025 23:00:00",24.762518,84.982348,NO2,19,21,20
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-11-2025 23:00:00",24.762518,84.982348,NH3,3,3,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB","15-11-2025 23:00:00",24.762518,84.982348,CO,8,52,35
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","15-11-2025 23:00:00",25.697189,85.245900,PM10,59,113,92
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB","15-11-2025 23:00:00",25.697189,85.245900,NH3,5,12,8
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB","15-11-2025 23:00:00",13.615387,79.409230,PM10,NA,NA,NA
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","15-11-2025 23:00:00",16.536107,80.594233,NO2,22,22,22
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","15-11-2025 23:00:00",16.536107,80.594233,CO,19,20,20
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB","15-11-2025 23:00:00",16.536107,80.594233,OZONE,13,70,46
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB","15-11-2025 23:00:00",16.509717,80.612222,CO,32,38,32
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","15-11-2025 23:00:00",16.554731,80.649110,SO2,9,29,16
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB","15-11-2025 23:00:00",16.554731,80.649110,OZONE,64,143,83
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB","15-11-2025 23:00:00",27.103358,93.679645,SO2,7,8,8
India,Bihar,Munger,"Town Hall, Munger - BSPCB","15-11-2025 23:00:00",25.376776,86.471523,CO,NA,NA,NA
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB","15-11-2025 23:00:00",26.1403345,85.3650192,NO2,7,18,12
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-11-2025 23:00:00",26.1209,85.3647,PM2.5,78,88,81
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-11-2025 23:00:00",26.1209,85.3647,NO2,10,13,11
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB","15-11-2025 23:00:00",26.1209,85.3647,SO2,4,6,5
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","15-11-2025 23:00:00",25.586562,85.043586,PM2.5,98,250,152
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","15-11-2025 23:00:00",25.586562,85.043586,SO2,7,39,10
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB","15-11-2025 23:00:00",25.586562,85.043586,CO,26,121,65
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB","15-11-2025 23:00:00",26.146529,87.454184,CO,27,34,33
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB","15-11-2025 23:00:00",25.5626095,84.663264,SO2,9,10,10
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB","15-11-2025 23:00:00",24.75746,84.366208,NO2,7,8,8
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-11-2025 23:00:00",25.42742023,86.13886079,PM10,45,127,82
India,Bihar,Begusarai,"Lohiyanagar, Begusarai - BSPCB","15-11-2025 23:00:00",25.42742023,86.13886079,OZONE,22,172,80
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB","15-11-2025 23:00:00",26.80365,84.51954,NH3,1,2,1
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA","15-11-2025 23:00:00",26.071318,91.87488,PM10,73,128,94
India,Assam,Guwahati,"IITG, Guwahati - PCBA","15-11-2025 23:00:00",26.2028636,91.70046436,CO,8,21,10
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-11-2025 23:00:00",26.10887,91.589544,PM2.5,42,81,64
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-11-2025 23:00:00",26.10887,91.589544,NH3,6,6,6
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA","15-11-2025 23:00:00",26.10887,91.589544,OZONE,14,18,17
India,Assam,Guwahati,"Pan Bazaar, Guwahati - PCBA","15-11-2025 23:00:00",26.187500,91.744194,SO2,34,56,45
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB","15-11-2025 23:00:00",25.560083,87.553265,SO2,13,23,18
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","15-11-2025 23:00:00",26.0881305,87.93840336,NH3,2,3,3
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB","15-11-2025 23:00:00",26.0881305,87.93840336,SO2,4,9,7
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB","15-11-2025 23:00:00",26.63086,84.90051,CO,28,47,43
India,Assam,Guwahati,"Railway Colony, Guwahati - PCBA","15-11-2025 23:00:00",26.181742,91.78063,SO2,31,34,32
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-11-2025 23:00:00",26.446912,91.439057,PM2.5,30,123,80
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-11-2025 23:00:00",26.446912,91.439057,NH3,4,8,6
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA","15-11-2025 23:00:00",26.446912,91.439057,OZONE,18,20,19
India,Andhra_Pradesh,Amaravati,"Secretariat, Amaravati - APPCB","15-11-2025 23:00:00",16.5150833,80.5181667,NO2,16,69,31
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB","15-11-2025 23:00:00",14.675886,77.593027,NO2,NA,NA,NA
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB","15-11-2025 23:00:00",25.265194,87.012947,NH3,6,17,10
India,Bihar,Buxar,"Charitra Van, Buxar - BSPCB","15-11-2025 23:00:00",25.567520,83.966379,OZONE,3,169,80
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-11-2025 23:00:00",21.371751,81.664929,SO2,3,10,5
India,Delhi,Delhi,"Alipur, Delhi - DPCC","15-11-2025 23:00:00",28.815329,77.153010,OZONE,3,81,45
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.647622,77.3158090,PM2.5,267,489,407
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.647622,77.3158090,OZONE,5,12,7
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.695381,77.181665,PM2.5,290,499,413
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.695381,77.181665,SO2,8,40,20
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB","15-11-2025 23:00:00",25.592539,85.227158,SO2,9,10,9
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","15-11-2025 23:00:00",25.610369,85.132568,PM2.5,62,172,107
India,Bihar,Patna,"IGSC Planetarium Complex, Patna - BSPCB","15-11-2025 23:00:00",25.610369,85.132568,CO,58,64,63
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","15-11-2025 23:00:00",25.599486,85.113666,NH3,1,10,7
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB","15-11-2025 23:00:00",25.599486,85.113666,OZONE,7,66,29
India,Bihar,Patna,"Samanpura, Patna - BSPCB","15-11-2025 23:00:00",25.596727,85.085624,PM2.5,105,376,278
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB","15-11-2025 23:00:00",25.366336,87.117468,PM2.5,30,127,83
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","15-11-2025 23:00:00",25.892357,86.590325,PM10,NA,NA,NA
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB","15-11-2025 23:00:00",25.892357,86.590325,NH3,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","15-11-2025 23:00:00",25.859655,85.77944,PM10,NA,NA,NA
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB","15-11-2025 23:00:00",25.859655,85.77944,NO2,NA,NA,NA
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-11-2025 23:00:00",24.952822,84.002396,NO2,2,4,2
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-11-2025 23:00:00",22.368195,82.746431,CO,22,43,29
India,Chhattisgarh,Korba,"Rampur, Korba - CECB","15-11-2025 23:00:00",22.368195,82.746431,OZONE,3,26,4
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-11-2025 23:00:00",22.348441,82.549611,SO2,10,21,14
India,Chhattisgarh,Korba,"Urja Nagar, Korba - CECB","15-11-2025 23:00:00",22.348441,82.549611,CO,22,40,28
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","15-11-2025 23:00:00",22.1910172,83.5197009,PM10,NA,NA,NA
India,Chhattisgarh,Milupara,"Govt. Higher Secondary School, Milupara - CECB","15-11-2025 23:00:00",22.1910172,83.5197009,NO2,NA,NA,NA
India,Delhi,Delhi,"Bawana, Delhi - DPCC","15-11-2025 23:00:00",28.776200,77.051074,CO,48,104,73
India,Delhi,Delhi,"Bawana, Delhi - DPCC","15-11-2025 23:00:00",28.776200,77.051074,OZONE,5,193,97
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","15-11-2025 23:00:00",28.7256504,77.2011573,PM10,169,500,366
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD","15-11-2025 23:00:00",28.7256504,77.2011573,CO,34,112,70
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM","15-11-2025 23:00:00",28.656756,77.227234,PM2.5,310,425,379
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","15-11-2025 23:00:00",30.735567,76.775714,NO2,5,32,14
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","15-11-2025 23:00:00",30.735567,76.775714,CO,56,80,64
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC","15-11-2025 23:00:00",30.735567,76.775714,OZONE,5,64,47
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC","15-11-2025 23:00:00",30.751462,76.762879,PM10,74,116,96
India,Chandigarh,Chandigarh,"Sector-53, Chandigarh - CPCC","15-11-2025 23:00:00",30.719859,76.738637,PM10,57,145,103
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-11-2025 23:00:00",21.219665,81.630094,PM10,52,121,85
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB","15-11-2025 23:00:00",21.219665,81.630094,NH3,2,2,2
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB","15-11-2025 23:00:00",21.237755,81.705301,CO,21,38,26
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB","15-11-2025 23:00:00",21.371751,81.664929,PM10,26,153,112
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB","15-11-2025 23:00:00",21.194815,81.314770,CO,16,102,42
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-11-2025 23:00:00",21.185571,81.343175,NO2,19,130,57
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant","15-11-2025 23:00:00",21.185571,81.343175,CO,21,22,22
India,Bihar,Sasaram,"Dada Peer, Sasaram - BSPCB","15-11-2025 23:00:00",24.952822,84.002396,CO,18,72,49
India,Delhi,Delhi,"DTU, Delhi - CPCB","15-11-2025 23:00:00",28.7500499,77.1112615,SO2,26,37,32
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","15-11-2025 23:00:00",28.498571,77.264840,PM2.5,307,447,394
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC","15-11-2025 23:00:00",28.498571,77.264840,NO2,59,130,103
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-11-2025 23:00:00",28.5710274,77.0719006,PM10,250,443,354
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ","15-11-2025 23:00:00",28.5710274,77.0719006,NH3,15,23,18
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD","15-11-2025 23:00:00",28.5627763,77.1180053,NO2,89,265,178
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","15-11-2025 23:00:00",28.6811736,77.3025234,PM2.5,149,382,303
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","15-11-2025 23:00:00",28.6811736,77.3025234,SO2,17,48,31
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB","15-11-2025 23:00:00",28.6811736,77.3025234,CO,57,89,81
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","15-11-2025 23:00:00",28.674045,77.131023,PM2.5,277,486,398
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC","15-11-2025 23:00:00",28.674045,77.131023,NH3,4,5,4
India,Delhi,Delhi,"Pusa, Delhi - IMD","15-11-2025 23:00:00",28.636110,77.173332,NO2,18,138,85
India,Delhi,Delhi,"Pusa, Delhi - IMD","15-11-2025 23:00:00",28.636110,77.173332,CO,14,124,68
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-11-2025 23:00:00",28.563262,77.186937,PM2.5,324,500,405
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-11-2025 23:00:00",28.563262,77.186937,PM10,238,443,354
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-11-2025 23:00:00",28.563262,77.186937,SO2,46,108,66
India,Delhi,Delhi,"R K Puram, Delhi - DPCC","15-11-2025 23:00:00",28.563262,77.186937,OZONE,6,232,97
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-11-2025 23:00:00",28.732528,77.119920,PM10,179,452,389
India,Delhi,Delhi,"Rohini, Delhi - DPCC","15-11-2025 23:00:00",28.732528,77.119920,NO2,22,110,66
India,Delhi,Delhi,"ITO, Delhi - CPCB","15-11-2025 23:00:00",28.628624,77.241060,CO,48,125,88
India,Delhi,Delhi,"Jahangirpuri, Delhi - DPCC","15-11-2025 23:00:00",28.732820,77.170633,NO2,100,164,129
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.580280,77.233829,PM10,244,435,378
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.580280,77.233829,NO2,37,167,112
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.580280,77.233829,SO2,18,34,26
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.580280,77.233829,CO,48,120,79
India,Delhi,Delhi,"Lodhi Road, Delhi - IITM","15-11-2025 23:00:00",28.588333,77.221667,PM2.5,145,302,221
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD","15-11-2025 23:00:00",28.5918245,77.2273074,OZONE,2,178,71
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-11-2025 23:00:00",23.163798,72.677768,NO2,12,70,33
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-11-2025 23:00:00",23.163798,72.677768,NH3,3,10,6
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM","15-11-2025 23:00:00",23.163798,72.677768,CO,35,59,49
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","15-11-2025 23:00:00",23.221714,72.654328,NO2,16,28,20
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB","15-11-2025 23:00:00",23.221714,72.654328,CO,26,37,33
India,Gujarat,Surat,"Science Center, Surat - SMC","15-11-2025 23:00:00",21.170046,72.795405,NO2,1,20,10
India,Gujarat,Surat,"Science Center, Surat - SMC","15-11-2025 23:00:00",21.170046,72.795405,SO2,28,34,30
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB","15-11-2025 23:00:00",20.362421,72.918013,PM10,43,222,115
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.611281,77.237738,CO,42,131,81
India,Delhi,Delhi,"Major Dhyan Chand National Stadium, Delhi - DPCC","15-11-2025 23:00:00",28.611281,77.237738,OZONE,1,9,8
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-11-2025 23:00:00",28.636429,77.201067,SO2,63,95,87
India,Delhi,Delhi,"Mandir Marg, Delhi - DPCC","15-11-2025 23:00:00",28.636429,77.201067,CO,57,124,85
India,Delhi,Delhi,"Mundka, Delhi - DPCC","15-11-2025 23:00:00",28.684678,77.076574,SO2,1,79,32
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-11-2025 23:00:00",28.60909,77.0325413,NO2,69,143,94
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB","15-11-2025 23:00:00",28.60909,77.0325413,OZONE,12,96,50
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-11-2025 23:00:00",28.6514781,77.1473105,PM10,208,442,340
India,Delhi,Delhi,"Shadipur, Delhi - CPCB","15-11-2025 23:00:00",28.6514781,77.1473105,NO2,75,176,107
India,Delhi,Delhi,"Sirifort, Delhi - CPCB","15-11-2025 23:00:00",28.5504249,77.2159377,NH3,6,14,10
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.710508,77.249485,PM10,179,462,362
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC","15-11-2025 23:00:00",28.710508,77.249485,SO2,6,29,15
India,Delhi,Delhi,"Sri Aurobindo Marg, Delhi - DPCC","15-11-2025 23:00:00",28.531346,77.190156,CO,42,80,56
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","15-11-2025 23:00:00",23.020509,72.579261,SO2,12,32,18
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM","15-11-2025 23:00:00",23.020509,72.579261,OZONE,2,100,56
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM","15-11-2025 23:00:00",23.016834,72.625775,NH3,1,7,3
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM","15-11-2025 23:00:00",23.041137,72.456691,NO2,19,24,22
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","15-11-2025 23:00:00",23.023389,72.515201,SO2,3,76,14
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM","15-11-2025 23:00:00",23.023389,72.515201,CO,30,102,56
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-11-2025 23:00:00",23.107969,72.574648,PM10,NA,NA,NA
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-11-2025 23:00:00",23.107969,72.574648,NH3,7,19,11
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-11-2025 23:00:00",23.107969,72.574648,SO2,1,7,4
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM","15-11-2025 23:00:00",23.107969,72.574648,CO,14,92,51
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM","15-11-2025 23:00:00",22.977134,72.553024,SO2,2,92,29
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB","15-11-2025 23:00:00",23.002657,72.591912,NO2,49,64,56
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-11-2025 23:00:00",28.567890,77.250515,NO2,37,130,81
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC","15-11-2025 23:00:00",28.567890,77.250515,SO2,11,42,25
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD","15-11-2025 23:00:00",28.6573814,77.1585447,PM2.5,286,482,387
India,Delhi,Delhi,"Patparganj, Delhi - DPCC","15-11-2025 23:00:00",28.623763,77.287209,PM2.5,305,463,391
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","15-11-2025 23:00:00",28.376058,77.315741,SO2,2,64,23
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB","15-11-2025 23:00:00",28.376058,77.315741,CO,12,100,53
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB","15-11-2025 23:00:00",29.503664,75.467934,OZONE,10,18,13
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD","15-11-2025 23:00:00",28.422681,77.148944,NO2,21,45,31
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-11-2025 23:00:00",28.4227,77.0667,PM2.5,152,416,284
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-11-2025 23:00:00",28.4227,77.0667,PM10,135,443,241
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB","15-11-2025 23:00:00",28.4227,77.0667,OZONE,5,19,11
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-11-2025 23:00:00",28.4275,77.1465,PM2.5,188,307,259
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB","15-11-2025 23:00:00",28.4275,77.1465,PM10,134,240,164
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB","15-11-2025 23:00:00",16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-11-2025 23:00:00",12.9135218,77.5950804,PM2.5,43,66,56
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB","15-11-2025 23:00:00",12.9135218,77.5950804,CO,42,54,47
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-11-2025 23:00:00",12.9352049,77.6814488,PM2.5,57,61,60
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-11-2025 23:00:00",12.9352049,77.6814488,PM10,99,255,155
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-11-2025 23:00:00",12.9352049,77.6814488,SO2,2,6,3
India,Karnataka,Bengaluru,"BWSSB Kadabesanahalli, Bengaluru - CPCB","15-11-2025 23:00:00",12.9352049,77.6814488,OZONE,29,29,29
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-11-2025 23:00:00",12.9756843,77.5660749,PM10,97,109,104
India,Karnataka,Bengaluru,"City Railway Station, Bengaluru - KSPCB","15-11-2025 23:00:00",12.9756843,77.5660749,SO2,10,22,14
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-11-2025 23:00:00",30.1480566,77.2893471,NO2,11,13,11
India,Haryana,"Yamuna Nagar","Gobind Pura, Yamuna Nagar - HSPCB","15-11-2025 23:00:00",30.1480566,77.2893471,SO2,10,15,12
India,"Himachal Pradesh",Baddi,"HIMUDA Complex Phase-1, Baddi - HPPCB","15-11-2025 23:00:00",30.943887,76.801991,CO,44,104,66
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB","15-11-2025 23:00:00",34.066206,74.819820,OZONE,1,40,9
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-11-2025 23:00:00",23.80569,86.44268,PM2.5,52,207,110
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-11-2025 23:00:00",23.80569,86.44268,NO2,88,124,91
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB","15-11-2025 23:00:00",23.80569,86.44268,SO2,24,114,46
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","15-11-2025 23:00:00",22.969611,72.643500,NO2,7,33,17
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB","15-11-2025 23:00:00",22.969611,72.643500,NH3,1,3,2
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-11-2025 23:00:00",30.379589,76.778328,PM10,126,214,172
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-11-2025 23:00:00",30.379589,76.778328,NH3,9,11,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB","15-11-2025 23:00:00",30.379589,76.778328,OZONE,49,51,50
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-11-2025 23:00:00",28.6701,76.9254,PM10,NA,NA,NA
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB","15-11-2025 23:00:00",28.6701,76.9254,SO2,6,7,7
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB","15-11-2025 23:00:00",28.3419248,77.319699,PM2.5,198,252,220
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","15-11-2025 23:00:00",30.7057778,76.8531805555555,PM2.5,38,289,136
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ","15-11-2025 23:00:00",30.7057778,76.8531805555555,NO2,24,26,25
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-11-2025 23:00:00",28.52123,76.37138,PM2.5,25,369,124
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB","15-11-2025 23:00:00",28.52123,76.37138,SO2,3,6,5
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB","15-11-2025 23:00:00",29.536400,75.015800,PM10,74,182,134
